Column1;Course code;Course Name;Long descrition;Description;Prerequisites:;Semester;Format;CRN;Subject;Course;Type;Credits;Instructor;Status
307;PHYS 328 ;Electronics.;"Semiconductor devices, basic transistor circuits, operational amplifiers, combinatorial and sequential logic, integrated circuits, analogue to digital converters. The laboratory component covers design, construction and testing of basic electronic circuits. 
 
 Fall
 2 hours lectures; 3 hours laboratory
 Prerequisite: PHYS 241 or permission of instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Laboratory, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Physics Department";"Semiconductor devices, basic transistor circuits, operational amplifiers, combinatorial and sequential logic, integrated circuits, analogue to digital converters. The laboratory component covers design, construction and testing of basic electronic circuits. 
 ";PHYS 241 or permission of instructor; Fall;;4970;PHYS;328;Lecture;30;Hsin Cynthia  Chiang;Active
308;PHYS 340 ;Majors Electricity and Magnetism.;"The electrostatic field and scalar potential. Dielectric properties of matter. Energy in the electrostatic field. Methods for solving problems in electrostatics. The magnetic field. Induction and inductance. Energy in the magnetic field. Magnetic properties of matter. Maxwell's equations. The dipole approximation. 
 
 Fall
 3 hours lectures
 Prerequisites: CEGEP physics or PHYS 142, MATH 222
 Corequisite: MATH 314
 Restriction: Not open to students who have passed PHYS 242 or PHYS 350
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";The electrostatic field and scalar potential. Dielectric properties of matter. Energy in the electrostatic field. Methods for solving problems in electrostatics. The magnetic field. Induction and inductance. Energy in the magnetic field. Magnetic properties of matter. Maxwell's equations. The dipole approximation. ;CEGEP physics or PHYS 142, MATH 222; Fall;;4973;PHYS;340;Lecture;30;Lipei  Du;Active
309;PHYS 346 ;Majors Quantum Physics.;"De Broglie waves, Bohr atom. Schroedinger equation, wave functions, observables. One dimensional potentials. Schroedinger equation in three dimensions. Angular momentum, hydrogen atom. Spin, experimental consequences. 
 
 Fall
 Prerequisite: PHYS 230 and PHYS 232, or PHYS 251
 Restriction: Not open to students who have taken PHYS 357, PHYS 446, or PHYS 457.
 3 hours lectures
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam 
 
 Faculty of Science 
 Physics Department";De Broglie waves, Bohr atom. Schroedinger equation, wave functions, observables. One dimensional potentials. Schroedinger equation in three dimensions. Angular momentum, hydrogen atom. Spin, experimental consequences. ; PHYS 230 and PHYS 232, or PHYS 251; Fall;;4974;PHYS;346;Lecture;30;Brigitte  Vachon;Active
310;PHYS 350 ;Honours Electricity and Magnetism.;"Fundamental laws of electric and magnetic fields in both integral and differential form. 
 
 Fall
 3 hours lectures
 Prerequisites: MATH 248, MATH 325.
 Restriction: Honours students or permission of the instructor
 Restriction: Not open to students having taken PHYS 340
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";Fundamental laws of electric and magnetic fields in both integral and differential form. ;; Fall;;4975;PHYS;350;Lecture;30;Eve J  Lee;Active
311;PHYS 352 ;Honours Electromagnetic Waves.;"Vector and scalar potentials; plane waves in homogeneous media; refraction and reflection; guided waves; radiation from simple systems; dipole and quadrupole radiation; introduction to fields of moving charges; synchrotron radiation; Bremsstrahlung. 
 
 Fall
 3 hours lectures
 Prerequisite: PHYS 350.
 Restriction: Honours students, or permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam 
 
 Faculty of Science 
 Physics Department";"Vector and scalar potentials; plane waves in homogeneous media; refraction and reflection; guided waves; radiation from simple systems; dipole and quadrupole radiation; introduction to fields of moving charges; synchrotron radiation; Bremsstrahlung. ";PHYS 350; Fall;;4976;PHYS;352;Lecture;30;Bradley John Siwick;Active
312;PHYS 357 ;Honours Quantum Physics 1.;"Experimental basis for quantum mechanics; wave-packets; uncertainty principle. Hilbert space formalism. Schrodinger equation: eigenvalues and eigenvectors: applications to 1-d problems including the infinite and finite potential wells and the harmonic oscillator. Tunneling. Time independent perturbation theory. 
 
 Fall
 3 hours lectures
 Prerequisites: MATH 223 or equivalent, and one of PHYS 230, PHYS 251, or CIVE 281
 Restriction: Honours students or permission of the instructor
 Restriction: Not open to students taking or having passed PHYS 346
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";"Experimental basis for quantum mechanics; wave-packets; uncertainty principle. Hilbert space formalism. Schrodinger equation: eigenvalues and eigenvectors: applications to 1-d problems including the infinite and finite potential wells and the harmonic oscillator. Tunneling. Time independent perturbation theory. ";MATH 223 or equivalent, and one of PHYS 230, PHYS 251, or CIVE 281; Fall;;4977;PHYS;357;Lecture;30;Kartiek  Agarwal;Active
313;PHYS 404 ;Climate Physics.;"This course covers the essentials of climate physics through the lens of one-dimensional, vertical atmospheric models. This includes shortwave and longwave radiative transfer, convection, phase changes, clouds, greenhouse gases, and atmospheric escape. This is an adequate level of detail for understanding Earth's climate, paleoclimate, anthropogenic climate change, or pursing studies of Solar System planets and extrasolar planets. 
 
 Prerequisite(s): PHYS 230 or PHYS 251, PHYS 232 or PHYS 253, MATH 315 or MATH 325, and MATH 222
 Restriction(s): Not open to students who have taken ATOC 404
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam 
 
 Faculty of Science 
 Physics Department";"This course covers the essentials of climate physics through the lens of one-dimensional, vertical atmospheric models. This includes shortwave and longwave radiative transfer, convection, phase changes, clouds, greenhouse gases, and atmospheric escape. This is an adequate level of detail for understanding Earth's climate, paleoclimate, anthropogenic climate change, or pursing studies of Solar System planets and extrasolar planets. 
 "; PHYS 230 or PHYS 251, PHYS 232 or PHYS 253, MATH 315 or MATH 325, and MATH 222;;;4979;PHYS;404;Lecture;30;Yi  Huang;Active
314;PHYS 434 ;Optics.;"Fundamental concepts of optics, including applications and modern developments. Light propagation in media; geometric optics and optical instruments; polarization and coherence properties of light; interference and interferometry; diffraction theory and applications in spectrometry and imaging; Gaussian beams, Fourier optics and photonic band structure. A laboratory component provides hands-on experience in optical setup design, construction and testing of concepts introduced in lectures. 
 
 Fall
 2 hours lecture, 3 hours lab
 Corequisite: PHYS 342 or PHYS 352, or permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Laboratory, Midterm Exam 
 All Sections for this Course 
 
 Faculty of Science 
 Physics Department";"Fundamental concepts of optics, including applications and modern developments. Light propagation in media; geometric optics and optical instruments; polarization and coherence properties of light; interference and interferometry; diffraction theory and applications in spectrometry and imaging; Gaussian beams, Fourier optics and photonic band structure. A laboratory component provides hands-on experience in optical setup design, construction and testing of concepts introduced in lectures.";; Fall;;4980;PHYS;434;Lecture;30;David  Cooke;Active
315;PHYS 478 ;Short Research Project.;"Supervised research project in physics. 
 
 Note: Students are expected to find an appropriate instructor for their project.
 
 1.000 Credit hours 
 
 Schedule Types: Independent Study 
 
 Faculty of Science 
 Physics Department";Supervised research project in physics. ;;;;4988;PHYS;478;Independent Study;10;TBA;Active
316;PHYS 512 ;Computational Physics with Applications.;"Computational methods in Physics illustrated with realworld applications. 
 
 U3 or graduate students in Physics, Chemistry, or Engineering, or permission of the instructor. Basic familiarity with computer programming highly recommended.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Tutorial 
 
 Faculty of Science 
 Physics Department";Computational methods in Physics illustrated with realworld applications. ;;;;4990;PHYS;512;Lecture;30;Jonathan Le Roy  Sievers;Active
317;PHYS 521 ;Astrophysics.;"An advanced course in modern astrophysics, covering topics such as the basic tools of astronomy (statistics, mathematical methods, computational tools, and instrumentation); stellar astrophysics (properties, structure, atmospheres, binaries/exoplanets); the interstellar medium, star formation, stellar evolution and endpoints (white dwarfs, neutron stars, black holes); and the Milky Way, galaxies, and cosmology. 
 
 Fall
 3 hours
 Restriction: U3 students and graduate students, or permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";"An advanced course in modern astrophysics, covering topics such as the basic tools of astronomy (statistics, mathematical methods, computational tools, and instrumentation); stellar astrophysics (properties, structure, atmospheres, binaries/exoplanets); the interstellar medium, star formation, stellar evolution and endpoints (white dwarfs, neutron stars, black holes); and the Milky Way, galaxies, and cosmology.";; Fall;;4991;PHYS;521;Lecture;30;Robert Edward Rutledge;Active
318;PHYS 534 ;Nanoscience and Nanotechnology.;"Topics include scanning probe microscopy, chemical self-assembly, computer modelling, and microfabrication/micromachining. 
 
 Fall
 Restriction: U3 or graduate students in Physics, Chemistry, or Engineering, or permission of the instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Physics Department";Topics include scanning probe microscopy, chemical self-assembly, computer modelling, and microfabrication/micromachining. ;; Fall;;4992;PHYS;534;Lecture;30;Peter H  Grutter;Active
319;PHYS 551 ;Quantum Theory.;"General formulation, scattering theory, WKBJ approximation, time-dependent perturbation, theory and applications, angular momentum, relativistic wave equations. 
 
 Fall
 3 hours lectures
 Restriction: U3 Honours students and graduate students, or permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";General formulation, scattering theory, WKBJ approximation, time-dependent perturbation, theory and applications, angular momentum, relativistic wave equations. ;; Fall;;4993;PHYS;551;Lecture;30;Keshav  Dasgupta;Active
320;PHYS 557 ;Nuclear Physics.;"General nuclear properties, nucleon-nucleon interaction and scattering theory, radioactivity, nuclear models, nuclear reactions. 
 
 Fall
 3 hours lectures
 Restriction: U3 Honours students, graduate students, or permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam 
 
 Faculty of Science 
 Physics Department";General nuclear properties, nucleon-nucleon interaction and scattering theory, radioactivity, nuclear models, nuclear reactions. ;; Fall;;4994;PHYS;557;Lecture;30;Charles  Gale;Active
321;PHYS 558 ;Solid State Physics.;"Properties of crystals; free electron model, band structure; metals, insulators and semi-conductors; phonons; magnetism; selected additional topics in solid-state (e.g. ferroelectrics, elementary transport theory). 
 
 Fall
 3 hours lectures
 Restriction: U3 Honours students, graduate students, or permission of the instructor
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Physics Department";"Properties of crystals; free electron model, band structure; metals, insulators and semi-conductors; phonons; magnetism; selected additional topics in solid-state (e.g. ferroelectrics, elementary transport theory). ";; Fall;;4995;PHYS;558;Lecture;30;William  Coish;Active
